county,date,allbed_mean,allbed_lower,allbed_upper,ICUbed_mean,ICUbed_lower,ICUbed_upper,InvVen_mean,InvVen_lower,InvVen_upper,admis_mean,admis_lower,admis_upper,newICU_mean,newICU_lower,newICU_upper,bedover_mean,bedover_lower,bedover_upper,icuover_mean,icuover_lower,icuover_upper,deaths_mean,deaths_lower,deaths_upper,totdea_mean,totdea_lower,totdea_upper,deaths_mean_smoothed,deaths_lower_smoothed,deaths_upper_smoothed,totdea_mean_smoothed,totdea_lower_smoothed,totdea_upper_smoothed,mobility_data_type,mobility_composite,total_tests_data_type,total_tests,confirmed_infections,est_infections_mean,est_infections_lower,est_infections_upper
California,2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64843909220408e-05,2.64843909220408e-05,2.64843909220408e-05,4.64245843472635e-05,4.64245843472635e-05,4.64245843472635e-05,"",,observed,6.12864874231219,0,0.588891050145907,0.288254343885337,1.00527012422474
California,2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5176341714523e-05,3.5176341714523e-05,3.5176341714523e-05,8.16009260617865e-05,8.16009260617865e-05,8.16009260617865e-05,"",,observed,6.89522700937956,0,0.782054943259239,0.382792230348899,1.34000910305129
California,2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.67209226179105e-05,4.67209226179105e-05,4.67209226179105e-05,0.000128321848679697,0.000128321848679697,0.000128321848679697,"",,observed,7.66961819158286,0,1.03857820227522,0.509591881630116,1.77595750902402
California,2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2054346201521e-05,6.2054346201521e-05,6.2054346201521e-05,0.000190376194881218,0.000190376194881218,0.000190376194881218,"",,observed,8.46425319928848,0,1.37924292728012,0.67565344692186,2.36125628755566
California,2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.242008370171e-05,8.242008370171e-05,8.242008370171e-05,0.000272796278582928,0.000272796278582928,0.000272796278582928,observed,-0.841100879657308,observed,9.29061293072518,0,1.83164772156722,0.897307660909203,3.14190502673499
California,2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109469705373431,0.000109469705373431,0.000109469705373431,0.000382265983956359,0.000382265983956359,0.000382265983956359,observed,-0.656564313427676,observed,10.1572514229838,0,2.43244346266252,1.19165115500047,4.18522224832211
California,2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000145396816037819,0.000145396816037819,0.000145396816037819,0.000527662799994178,0.000527662799994178,0.000527662799994178,observed,-0.365216657118008,observed,11.0696200945861,0,3.23030238121668,1.57874174888748,5.57502150475131
California,2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000193114947476353,0.000193114947476353,0.000193114947476353,0.000720777747470531,0.000720777747470531,0.000720777747470531,observed,-0.0299061270495891,observed,12.0327012411948,1.00000000000001,4.2898609607758,2.09091052466313,7.42593113685902
California,2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256493834053517,0.000256493834053517,0.000256493834053517,0.000977271581524048,0.000977271581524048,0.000977271581524048,observed,0.285686609659134,observed,13.0557511926669,0,5.69552488031521,2.76858567729894,9.88153037858395
California,2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000340673232605702,0.000340673232605702,0.000340673232605702,0.00131794481412975,0.00131794481412975,0.00131794481412975,observed,0.527736663604664,observed,14.1561835888903,1,7.55045679656634,3.66215716298281,13.0651711788993
California,2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004524797361765,0.0004524797361765,0.0004524797361765,0.00177042455030625,0.00177042455030625,0.00177042455030625,observed,0.668155212088259,observed,15.3590176310998,0,9.98323070535989,4.83853151572884,17.2254966989831
California,2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00060098038358422,0.00060098038358422,0.00060098038358422,0.00237140493389047,0.00237140493389047,0.00237140493389047,observed,0.719014689458035,observed,16.6905261203384,0,13.1537469508217,6.40738716313064,22.5549726292975
California,2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00079821796042311,0.00079821796042311,0.00079821796042311,0.00316962289431358,0.00316962289431358,0.00316962289431358,observed,0.727490957778265,observed,18.1685008390587,0,17.2592498822092,8.47277645816533,29.3597052440127
California,2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106018762157607,0.00106018762157607,0.00106018762157607,0.00422981051588965,0.00422981051588965,0.00422981051588965,observed,0.757523094079048,observed,19.7941053228425,0,22.5416692428479,11.1671318741965,38.0304151867006
California,2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00140813403555764,0.00140813403555764,0.00140813403555764,0.00563794455144729,0.00563794455144729,0.00563794455144729,observed,0.856547167087413,observed,21.5499752701931,0,29.3009092396864,14.7164690922843,48.9767312553316
California,2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187027424408565,0.00187027424408565,0.00187027424408565,0.00750821879553294,0.00750821879553294,0.00750821879553294,observed,1.01476312172126,observed,23.40583075912,0,37.9019194308321,19.2632137199517,62.7301123178316
California,2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024840859541263,0.0024840859541263,0.0024840859541263,0.00999230474965924,0.00999230474965924,0.00999230474965924,observed,1.20032851846024,observed,25.3285800422425,0,48.784363026445,25.1061537382286,80.2026914490499
California,2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00329934683402016,0.00329934683402016,0.00329934683402016,0.0132916515836794,0.0132916515836794,0.0132916515836794,observed,1.38668205700777,observed,27.2914998467166,1.99999999999999,62.4731923196946,32.476690455262,102.353168080752
California,2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043821712887724,0.0043821712887724,0.0043821712887724,0.0176738228724518,0.0176738228724518,0.0176738228724518,observed,1.5603873431924,observed,29.2789662676856,5.00000000000001,79.5893113911882,42.0076598351228,129.21368831485
California,2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058203720812036,0.0058203720812036,0.0058203720812036,0.0234941949536554,0.0234941949536554,0.0234941949536554,observed,1.71448622713881,observed,31.2875798947982,0,100.859828032647,54.2373452146742,161.948613295204
California,2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077305816053712,0.0077305816053712,0.0077305816053712,0.0312247765590266,0.0312247765590266,0.0312247765590266,observed,1.83056501615562,observed,33.3277437796911,0,127.127248548892,69.6512366096378,201.320200241374
California,2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102677103194097,0.0102677103194097,0.0102677103194097,0.0414924868784363,0.0414924868784363,0.0414924868784363,observed,1.88737792840306,observed,35.4284933800706,0,159.356884721913,89.1049042193046,250.103447824852
California,2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136375093790905,0.0136375093790905,0.0136375093790905,0.0551299962575268,0.0551299962575268,0.0551299962575268,observed,1.86971480807273,observed,37.6437371021891,0,198.64160859499,112.677283053791,310.792275901382
California,2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018113256251404,0.018113256251404,0.018113256251404,0.0732432525089308,0.0732432525089308,0.0732432525089308,observed,1.77427352294958,observed,40.0540768676754,1.00000000000001,246.202912490431,141.822299123465,382.722365580029
California,2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240579164441282,0.0240579164441282,0.0240579164441282,0.097301168953059,0.097301168953059,0.097301168953059,observed,1.61088025942783,observed,42.7611248740059,0,303.386996374943,179.147916080437,467.788007009878
California,2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031953578577537,0.031953578577537,0.031953578577537,0.129254747530596,0.129254747530596,0.129254747530596,observed,1.3958390028106,observed,45.8838820068317,0.999999999999996,371.654718098627,222.16394879349,565.245780270574
California,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042440549861803,0.042440549861803,0.042440549861803,0.171695297392399,0.171695297392399,0.171695297392399,observed,1.1495105500245,observed,49.5843274173837,0,452.564208837018,276.243936343134,684.131700429103
California,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056369282461404,0.056369282461404,0.056369282461404,0.228064579853803,0.228064579853803,0.228064579853803,observed,0.89708912857666,observed,54.1581124393713,9,547.744835561569,338.80015857631,822.69636413195
California,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074810253154629,0.074810253154629,0.074810253154629,0.302874833008432,0.302874833008432,0.302874833008432,observed,0.647953944997369,observed,60.2077587216144,4.00000000000002,658.861407960958,410.484029632114,978.509753102518
California,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0988796884214,0.0988796884214,0.0988796884214,0.401754521429832,0.401754521429832,0.401754521429832,observed,0.388715599627666,observed,68.8824601165885,9.99999999999998,787.568306292529,497.519000558434,1160.03787415226
California,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.130101445510019,0.130101445510019,0.130101445510019,0.531855966939851,0.531855966939851,0.531855966939851,observed,0.084202430390544,observed,82.1541239330892,16,935.453765940862,597.418607748251,1359.86887870843
California,2020-03-06,4.7,2,14.5,1,1,1,1,1,1,4.7,2,14.5,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.17038801873194,0.17038801873194,0.17038801873194,0.702243985671791,0.702243985671791,0.702243985671791,observed,-0.321341060920556,observed,103.112818010475,7.99999999999995,1103.97545102115,717.657504931043,1591.59056526866
California,2020-03-07,9.2,4,19.5,2,2,2,2,2,2,4.5,2,14.5,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.222090866594607,0.222090866594607,0.222090866594607,0.924334852266398,0.924334852266398,0.924334852266398,observed,-0.897729871628151,observed,136.179929284112,23,1294.3907731279,857.184096808637,1847.84737071454
California,2020-03-08,13.7,7.5,30.5,3.1,3,3.1,3.1,3,3.1,4.5,2,14.5,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.288077856161452,0.288077856161452,0.288077856161452,1.21241270842785,1.21241270842785,1.21241270842785,observed,-1.72406767961495,observed,186.877104106167,16.0000000000001,1507.68530243015,1010.4522776322,2120.15120091431
California,2020-03-09,18.1,10.5,35.5,4.4,4,8,4.3,4,6.5,4.4,2,14.5,1.4,1,2.5,0,0,0,0,0,0,0,0,0,1,1,1,0.3718171499112,0.3718171499112,0.3718171499112,1.58422985833905,1.58422985833905,1.58422985833905,observed,-2.88417234710205,observed,260.578363217499,5.99999999999996,1744.49884955262,1184.05434840881,2421.33230735433
California,2020-03-10,27,17,47.5,6.8,6,10.1,6.7,6,9.6,8.9,4,18.5,2.4,2,4.5,0,0,0,0,0,0,1,1,1,2,2,2,0.47746569750614,0.47746569750614,0.47746569750614,2.06169555584519,2.06169555584519,2.06169555584519,observed,-4.45477124120336,observed,360.279349091468,39.9999999999999,2005.05519487358,1370.87709159619,2733.31933495107
California,2020-03-11,36.1,24,62.5,9.2,8,13.1,8.9,8,12.1,9,4,19.5,2.4,2,4,0,0,0,0,0,0,1,1,1,3,3,3,0.60995954440629,0.60995954440629,0.60995954440629,2.67165510025148,2.67165510025148,2.67165510025148,observed,-6.49510474509859,observed,484.970980569408,32.9999999999999,2289.10025443666,1591.36587447623,3078.82733009346
California,2020-03-12,44.3,29.5,75,10.5,9,15.1,10.2,9,14.6,9.2,4,19.5,2.4,2,4.5,0,0,0,0,0,0,1,1,1,4,4,4,0.77510205030165,0.77510205030165,0.77510205030165,3.44675715055313,3.44675715055313,3.44675715055313,observed,-9.03826873981282,observed,630.758837856913,44,2595.84436377865,1828.85557293995,3459.29220616195
California,2020-03-13,53.6,36.5,86.5,13.2,11,17.6,12.7,11,16.6,13.7,7.5,30,3.7,3,6,0,0,0,0,0,0,0,0,0,4,4,4,0.97964484505692,0.97964484505692,0.97964484505692,4.42640199561005,4.42640199561005,4.42640199561005,observed,-12.0866709414119,observed,794.311783890549,61.0000000000003,2923.91565133973,2079.0069775355,3840.3503153628
California,2020-03-14,67.9,47,111,16.9,14.5,21.7,16.2,14,20.2,18.5,10.5,36.5,4.7,4,8.5,0,0,0,0,0,0,1,1,1,5,5,5,1.23135498208668,1.23135498208668,1.23135498208668,5.65775697769673,5.65775697769673,5.65775697769673,observed,-15.6078561414894,observed,975.475735839312,58.0000000000001,3271.34176051209,2350.82194096232,4249.1074607578
California,2020-03-15,82,59,135,20.6,17.5,25.2,19.8,17.5,23.3,18.2,10,35.5,4.7,4,8,0,0,0,0,0,0,1,1,1,6,6,6,1.53906039117675,1.53906039117675,1.53906039117675,7.19681736887348,7.19681736887348,7.19681736887348,observed,-19.5186414945146,observed,1177.03896689758,85.9999999999994,3635.57710109048,2643.91903441114,4673.45488989579
California,2020-03-16,100,72,161.6,24.6,21.5,30.3,23.5,21,28.8,23.1,13.5,45.5,6.1,5,9.5,0,0,0,0,0,0,1,1,1,7,7,7,1.91266673670846,1.91266673670846,1.91266673670846,9.10948410558194,9.10948410558194,9.10948410558194,observed,-23.6849834211832,observed,1403.10404198297,131.000000000001,4013.56807509531,2955.34585684407,5094.5450324337
California,2020-03-17,118.4,88,197.6,30,26,37.4,28.6,25.5,34.4,26.7,16.5,48,7.4,6,11.5,0,0,0,0,0,0,5,5,5,12,12,12,2.36313716158706,2.36313716158706,2.36313716158706,11.472621267169,11.472621267169,11.472621267169,observed,-27.9370727830367,observed,1658.8084959694,141,4401.81966109143,3285.07273436906,5545.28657295749
California,2020-03-18,142.1,109,238,36.3,31.5,45,34.6,31,40.6,32,20,58.5,8.4,7,12.6,0,0,0,0,0,0,1,1,1,13,13,13,2.9024258321371,2.9024258321371,2.9024258321371,14.3750470993061,14.3750470993061,14.3750470993061,observed,-32.0951057543206,observed,1952.56310797383,52.9999999999991,4796.49739115903,3633.95312425391,5998.4848241515
California,2020-03-19,173.1,134.5,269.2,44,39,51.7,41.9,37.5,48.7,40.7,27,67,10.8,9,16.6,0,0,0,0,0,0,5,5,5,18,18,18,3.5433469486117,3.5433469486117,3.5433469486117,17.9183940479178,17.9183940479178,17.9183940479178,observed,-35.9953287396639,observed,2299.31258035122,201.000000000001,5193.58461631729,4010.58352837935,6453.90214069229
California,2020-03-20,205.3,162.5,286.2,52,46,59.9,49.5,44.5,56.9,46,30.5,77,12.1,10,16.6,0,0,0,0,0,0,5,5,5,23,23,23,4.2993673586304,4.2993673586304,4.2993673586304,22.2177614065482,22.2177614065482,22.2177614065482,observed,-39.5067028299196,observed,2721.85163536706,224.999999999999,5588.99315641386,4378.88885563795,6892.39314110865
California,2020-03-21,243.4,195.5,337.5,62.4,55.5,71.6,59.3,53.5,67,55.3,37.5,93,14.5,12.5,22.1,0,0,0,0,0,0,1,1,1,24,24,24,5.1843240225339,5.1843240225339,5.1843240225339,27.4020854290821,27.4020854290821,27.4020854290821,observed,-42.5389382778741,observed,3247.74570655109,187,5978.67229200208,4742.25362713969,7311.75902548929
California,2020-03-22,289.8,237.5,379.6,74.1,66.5,84.8,70.3,63.5,79.3,64.4,44,107,17.2,14.5,23.1,0,0,0,0,0,0,6,6,6,30,30,30,6.2120543752469,6.2120543752469,6.2120543752469,33.614139804329,33.614139804329,33.614139804329,observed,-45.0473579424587,observed,3901.15396384115,282.000000000001,6358.73096543232,5123.16896832692,7738.12146530406
California,2020-03-23,339.8,282.5,433,87.2,78.5,98.1,82.6,75.5,92,72.6,51,114.6,19.6,16.5,25.2,0,0,0,0,0,0,9,9,9,39,39,39,7.3959361954877,7.3959361954877,7.3959361954877,41.0100759998167,41.0100759998167,41.0100759998167,observed,-47.0303717819879,observed,4690.66060087059,462.000000000001,6725.54191173568,5485.84510278395,8116.65743910274
California,2020-03-24,396.4,332,516.5,102,92,113.4,96.4,88.5,105.9,82.5,58,127.1,22.2,19,28.3,0,0,0,0,0,0,11,11,11,50,50,50,8.7483514986989,8.7483514986989,8.7483514986989,49.7584274985156,49.7584274985156,49.7584274985156,observed,-48.5238126510106,observed,5596.71471618385,429.999999999998,7075.78489746699,5818.9355969005,8480.05001208324
California,2020-03-25,460.5,393.5,570.6,118.4,107.5,130.7,111.8,102.5,121.7,96,68,147.1,26,22.5,32.4,0,0,0,0,0,0,15,15,15,65,65,65,10.2800821920655,10.2800821920655,10.2800821920655,60.0385096905811,60.0385096905811,60.0385096905811,observed,-49.5929482717499,observed,6564.85569151171,460,7406.51707466302,6129.29025196936,8773.97290386885
California,2020-03-26,526.2,449.5,645.9,136.1,124.5,150.6,128.4,118.5,139.1,104.9,76.5,153.9,28.5,24.5,34.4,0,0,0,0,0,0,16,16,16,81,81,81,11.9996918688209,11.9996918688209,11.9996918688209,72.038201559402,72.038201559402,72.038201559402,observed,-50.3221722839446,observed,7511.1541528778,901.000000000004,7715.26223576476,6405.92571279095,9054.85254456446
California,2020-03-27,599.5,516,720.5,155.5,142,172.1,146.5,135.5,158.5,118.5,88,178.2,32.4,28.5,39,0,0,0,0,0,0,13,13,13,94,94,94,13.9129454337929,13.9129454337929,13.9129454337929,85.9511469931949,85.9511469931949,85.9511469931949,observed,-50.8038558902251,observed,8341.48188787145,758,8000.06051639103,6677.24555624861,9350.10479807902
California,2020-03-28,677.9,587.9,829.3,176.9,162.5,192,166.3,154,178.4,132.3,98.5,196.7,36.4,31.5,44.5,0,0,0,0,0,0,16,16,16,110,110,110,16.0222362177281,16.0222362177281,16.0222362177281,101.973383210923,101.973383210923,101.973383210923,observed,-51.1291188761928,observed,8978.79298906845,438.000000000001,8259.49980666999,6914.46838043747,9593.90051138526
California,2020-03-29,761.7,664,922.9,199.6,184,216.5,187.4,173.5,202.8,146.2,112,206.5,40,35.5,47.1,0,0,0,0,0,0,14,14,14,124,124,124,18.325944033564,18.325944033564,18.325944033564,120.299327244487,120.299327244487,120.299327244487,observed,-51.3801139042408,observed,9386.68984763647,757.000000000001,8492.73740968598,7133.65697214279,9867.97584831227
California,2020-03-30,857.3,758.5,1013.1,225,208,242.5,210.9,196.5,224.8,166,127.5,231.3,45,40,53.2,0,0,0,0,0,0,22,22,22,146,146,146,20.818036514197,20.818036514197,20.818036514197,141.117363758684,141.117363758684,141.117363758684,observed,-51.6228732053182,observed,9578.23100420981,1286,8699.49122684841,7347.33875497984,10143.2036639045
California,2020-03-31,954.3,850.5,1137.3,251.2,232.5,269.6,235.1,219,249.8,177.4,137.5,260.7,49,43.5,58.3,0,0,0,0,0,0,27,27,27,173,173,173,23.487764353182,23.487764353182,23.487764353182,164.605128111866,164.605128111866,164.605128111866,observed,-51.9043556284803,observed,9606.52677761868,1071.99999999999,8879.98207979201,7514.9370428467,10352.8610538283
California,2020-04-01,1054.8,941,1236.5,279.2,259.5,302.1,260.9,243.5,279.2,192.5,151,267,53.1,47.5,61.9,0,0,0,0,0,0,26,26,26,199,199,199,26.319191273226,26.319191273226,26.319191273226,190.924319385092,190.924319385092,190.924319385092,observed,-52.2513559560442,observed,9544.04898284656,1189,9034.83593235809,7709.77450439574,10528.682427929
California,2020-04-02,1159.9,1040.5,1341.3,308.3,287,332.6,287.3,269,307.2,206.8,164,285.8,57.6,51,66.5,0,0,0,0,0,0,39,39,39,238,238,238,29.291126759442,29.291126759442,29.291126759442,220.215446144534,220.215446144534,220.215446144534,observed,-52.6698664927833,observed,9461.79847314974,1374.00000000001,9165.00924810376,7824.05601416512,10689.1780504732
California,2020-04-03,1265.3,1134.5,1406.4,337.8,315,371.1,314.2,294.5,334.8,220.1,178,307.8,61.4,54.5,73,0,0,0,0,0,0,27,27,27,265,265,265,32.377669200854,32.377669200854,32.377669200854,252.593115345388,252.593115345388,252.593115345388,observed,-53.1453157731941,observed,9415.84064472157,1231.00000000001,9271.70810244883,7924.36090402648,10735.2994446527
California,2020-04-04,1375.1,1240.5,1534.6,368.7,344,404.3,342.4,321,366,237.4,192.5,330.9,66.6,59.5,76.6,0,0,0,0,0,0,24,24,24,289,289,289,35.549652443441,35.549652443441,35.549652443441,288.142767788829,288.142767788829,288.142767788829,observed,-53.6457654332478,observed,9441.98955482919,833,9356.30339934803,8031.06852665645,10840.1804074193
California,2020-04-05,1484.5,1341.5,1684.1,399.3,373.5,429.2,370.2,348,393.2,251.1,203,337.4,70.6,63.5,83.6,0,0,0,0,0,0,59,59,59,348,348,348,38.775749405413,38.775749405413,38.775749405413,326.918517194242,326.918517194242,326.918517194242,observed,-54.1267139187889,observed,9556.05294708403,2197,9420.27413354087,8103.76430754902,10863.3281074931
California,2020-04-06,1587.1,1437.5,1799.3,429.1,402.5,458.5,396.9,373.5,420.3,262,213,370.7,73.5,65.5,83.8,0,0,0,0,0,0,32,32,32,380,380,380,42.022182928949,42.022182928949,42.022182928949,368.940700123191,368.940700123191,368.940700123191,observed,-54.5376780909281,observed,9757.12103178033,984.999999999995,9465.19330448123,8185.86158443523,10903.9490184431
California,2020-04-07,1690.3,1535.5,1912.6,459.4,431.5,488.7,424,399,446,273.7,224,357.7,77.8,70,91.8,0,0,0,0,0,0,52,52,52,432,432,432,45.253981250782,45.253981250782,45.253981250782,414.194681373973,414.194681373973,414.194681373973,observed,-54.8321873133933,observed,10032.8087272418,1332.00000000001,9492.67049390201,8241.71386056844,10899.1987626115
California,2020-04-08,1792.5,1637,1971.8,490.1,459.5,523.2,451.5,425,473.8,287.4,237,380.4,81.8,73.5,92.8,0,0,0,0,0,0,63,63,63,495,495,495,48.437957996217,48.437957996217,48.437957996217,462.63263937019,462.63263937019,462.63263937019,observed,-54.9774551572903,observed,10365.602347247,1545.99999999999,9504.31615674192,8270.37658077199,10872.0304966099
California,2020-04-09,1889.2,1718,2093.5,519.8,487.5,555.8,477.9,450.5,502.4,295.4,241,375.8,84.6,76,99,0,0,0,0,0,0,49,49,49,544,544,544,51.5424293144579,51.5424293144579,51.5424293144579,514.175068684648,514.175068684648,514.175068684648,observed,-54.9598788361421,observed,10738.8930043896,812.999999999993,9501.71566284637,8273.20888000063,10852.2735322746
California,2020-04-10,1983.4,1814.5,2185.1,547.2,514.5,576.7,502.1,473.5,527,307,252,412,87.4,78.5,98.5,0,0,0,0,0,0,39,39,39,583,583,583,54.537623137116,54.537623137116,54.537623137116,568.712691821764,568.712691821764,568.712691821764,observed,-54.7870942922907,observed,11140.9578411268,1371,9486.4015507376,8268.34106860495,10879.0350473562
California,2020-04-11,2071.3,1893,2270.7,574.2,540,601.9,525.7,496.5,552.9,316.6,260.5,410.9,90.6,81.5,103.5,0,0,0,0,0,0,21,21,21,604,604,604,57.396208527638,57.396208527638,57.396208527638,626.108900349402,626.108900349402,626.108900349402,observed,-54.4874489355624,observed,11566.5155913368,625.000000000007,9459.82666241422,8236.79406441005,10843.76085646
California,2020-04-12,2155.8,1970,2343.2,600.5,565,630.7,549,518.5,573.7,325.4,266.5,437.5,92.9,84,104.8,0,0,0,0,0,0,36,36,36,640,640,640,60.09399657491,60.09399657491,60.09399657491,686.202896924312,686.202896924312,686.202896924312,observed,-54.1024727617359,observed,12017.5941641147,1088.99999999999,9423.37899926612,8201.82306505009,10774.3117449578
California,2020-04-13,2231.5,2043.5,2421.7,624.8,587.5,657.2,570.1,538.5,597.6,328.5,269.5,413.9,94.8,86,112.1,0,0,0,0,0,0,74,74,74,714,714,714,62.6103341180931,62.6103341180931,62.6103341180931,748.813231042405,748.813231042405,748.813231042405,observed,-53.677128597435,observed,12506.5044086455,1136.00000000002,9378.38565405212,8173.86030043014,10740.1064954221
